X,Y,featuretype,descripton,class,facility_name,facility_operationalstatus,abs_suburb,facility_state,facility_date,facility_revised
138.5080211,-34.8442687469999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PORT ADELAIDE POLICE STATION,OPERATIONAL,PORT ADELAIDE,South Australia,,2018/08/18 00:00:00+00
137.765361567,-32.494143483,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PORT AUGUSTA POLICE STATION,OPERATIONAL,PORT AUGUSTA,South Australia,,2018/08/18 00:00:00+00
145.250715,-15.462599,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COOKTOWN STATION,OPERATIONAL,COOKTOWN,Queensland,,2018/07/04 00:00:00+00
153.534824,-28.1687879999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COOLANGATTA STATION,OPERATIONAL,COOLANGATTA,Queensland,,2018/07/04 00:00:00+00
153.077204,-26.540297,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COOLUM STATION,OPERATIONAL,COOLUM BEACH,Queensland,,2018/07/04 00:00:00+00
153.315027,-27.874406,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COOMERA STATION,OPERATIONAL,COOMERA,Queensland,,2018/07/04 00:00:00+00
152.910323,-26.418855,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COOROY STATION,OPERATIONAL,COOROY,Queensland,,2018/07/04 00:00:00+00
138.89020535,-34.671329369,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WILLIAMSTOWN POLICE STATION,OPERATIONAL,WILLIAMSTOWN,South Australia,,2018/08/18 00:00:00+00
152.939647,-27.4060069999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FERNY GROVE STATION,OPERATIONAL,FERNY GROVE,Queensland,,2018/07/04 00:00:00+00
148.633029,-21.141241,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FINCH HATTON STATION,OPERATIONAL,FINCH HATTON,Queensland,,2018/07/04 00:00:00+00
143.60462,-18.5859859999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FORSAYTH STATION,OPERATIONAL,FORSAYTH,Queensland,,2018/07/04 00:00:00+00
153.037536,-27.453384,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FORTITUDE VALLEY STATION,OPERATIONAL,FORTITUDE VALLEY,Queensland,,2018/07/04 00:00:00+00
150.536386,-23.3521979999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NORTH ROCKHAMPTON STATION,OPERATIONAL,FRENCHVILLE,Queensland,,2018/07/04 00:00:00+00
152.278858,-27.5564189999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GATTON STATION,OPERATIONAL,GATTON,Queensland,,2018/07/04 00:00:00+00
151.608835,-25.6264659999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GAYNDAH STATION,OPERATIONAL,GAYNDAH,Queensland,,2018/07/04 00:00:00+00
144.505072,-23.489337,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ILFRACOMBE STATION,OPERATIONAL,ILFRACOMBE,Queensland,,2018/07/04 00:00:00+00
152.674897,-26.459489,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,IMBIL STATION,OPERATIONAL,IMBIL,Queensland,,2018/07/04 00:00:00+00
152.972052,-27.5955269999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,INALA STATION,OPERATIONAL,INALA,Queensland,,2018/07/04 00:00:00+00
152.97178,-27.4973469999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,INDOOROOPILLY STATION,OPERATIONAL,INDOOROOPILLY,Queensland,,2018/07/04 00:00:00+00
146.15614,-18.651127,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,INGHAM STATION,OPERATIONAL,INGHAM,Queensland,,2018/07/04 00:00:00+00
151.083354,-28.4145609999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,INGLEWOOD STATION,OPERATIONAL,INGLEWOOD,Queensland,,2018/07/04 00:00:00+00
148.566084,-25.84459,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,INJUNE STATION,OPERATIONAL,INJUNE,Queensland,,2018/07/04 00:00:00+00
139.046328778,-34.775484045,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MOUNT PLEASANT POLICE STATION,OPERATIONAL,MOUNT PLEASANT,South Australia,,2018/08/18 00:00:00+00
153.179721,-27.663607,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LOGANHOLME STATION,OPERATIONAL,LOGANHOLME,Queensland,,2018/07/04 00:00:00+00
144.250862,-23.441653,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LONGREACH STATION,OPERATIONAL,LONGREACH,Queensland,,2018/07/04 00:00:00+00
152.579524,-27.467305,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LOWOOD STATION,OPERATIONAL,LOWOOD,Queensland,,2018/07/04 00:00:00+00
149.187689,-21.1421389999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MACKAY STATION,OPERATIONAL,MACKAY,Queensland,,2018/07/04 00:00:00+00
153.360666,-27.617607,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MACLEAY ISLAND STATION,OPERATIONAL,MACLEAY ISLAND,Queensland,,2018/07/04 00:00:00+00
153.043021,-27.453627,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - QLD - BRISBANE OFFICE HQ,OPERATIONAL,NEWSTEAD,Queensland,,2018/08/16 00:00:00+00
153.091583,-26.407834,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NOOSA HEADS STATION,OPERATIONAL,NOOSA HEADS,Queensland,,2018/07/04 00:00:00+00
141.079292,-17.6687429999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NORMANTON STATION,OPERATIONAL,NORMANTON,Queensland,,2018/07/04 00:00:00+00
151.83453,-26.982676,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COOYAR STATION,OPERATIONAL,COOYAR,Queensland,,2018/07/04 00:00:00+00
153.081762,-27.6788589999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CRESTMEAD STATION,OPERATIONAL,CRESTMEAD,Queensland,,2018/07/04 00:00:00+00
152.058777,-27.2654019999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CROWS NEST STATION,OPERATIONAL,CROWS NEST,Queensland,,2018/07/04 00:00:00+00
136.496550574,-33.701412083,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CLEVE POLICE STATION,OPERATIONAL,CLEVE,South Australia,,2018/08/18 00:00:00+00
141.0000067,-32.077170361,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COCKBURN POLICE STATION,OPERATIONAL,COCKBURN,South Australia,,2018/08/18 00:00:00+00
134.753197808,-29.0162954539999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COOBER PEDY POLICE STATION,OPERATIONAL,COOBER PEDY,South Australia,,2018/08/18 00:00:00+00
139.859956276,-35.698817984,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COONALPYN POLICE STATION,OPERATIONAL,COONALPYN,South Australia,,2018/08/18 00:00:00+00
136.925564277,-33.685505892,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COWELL POLICE STATION,OPERATIONAL,COWELL,South Australia,,2018/08/18 00:00:00+00
143.546905,-18.290364,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GEORGETOWN STATION,OPERATIONAL,GEORGETOWN,Queensland,,2018/07/04 00:00:00+00
132.028176899,-26.763805416,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FREGON POLICE STATION,OPERATIONAL,KALTJITI,South Australia,,2018/08/18 00:00:00+00
138.913366522,-34.3429807169999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KAPUNDA POLICE STATION,OPERATIONAL,KAPUNDA,South Australia,,2018/08/18 00:00:00+00
139.894876073,-35.0936854729999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KAROONDA POLICE STATION,OPERATIONAL,KAROONDA,South Australia,,2018/08/18 00:00:00+00
140.355364432,-36.0995589689999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KEITH POLICE STATION,OPERATIONAL,KEITH,South Australia,,2018/08/18 00:00:00+00
138.575793801,-34.9454278489999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GRENFELL POLICE STATION,OPERATIONAL,KESWICK,South Australia,,2018/08/18 00:00:00+00
136.420961787,-33.1393796479999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KIMBA POLICE STATION,OPERATIONAL,KIMBA,South Australia,,2018/08/18 00:00:00+00
137.637769828,-35.6567895329999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KANGAROO ISLAND POLICE STATION,OPERATIONAL,KINGSCOTE,South Australia,,2018/08/18 00:00:00+00
130.183763783,-26.160388714,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MURPUTJA POLICE STATION,OPERATIONAL,MURPUTJA - NYAPARI,South Australia,,2018/08/18 00:00:00+00
139.276735007,-35.1178380769999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MURRAY BRIDGE POLICE STATION,OPERATIONAL,MURRAY BRIDGE,South Australia,,2018/08/18 00:00:00+00
140.740473866,-36.9569012699999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NARACOORTE POLICE STATION,OPERATIONAL,NARACOORTE,South Australia,,2018/08/18 00:00:00+00
138.552150518,-34.9463628039999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NETLEY POLICE STATION,OPERATIONAL,NETLEY,South Australia,,2018/08/18 00:00:00+00
138.675968672,-34.8765431259999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NEWTON POLICE STATION,OPERATIONAL,NEWTON,South Australia,,2018/08/18 00:00:00+00
138.319520981,-35.446686594,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NORMANVILLE POLICE STATION,OPERATIONAL,NORMANVILLE,South Australia,,2018/08/18 00:00:00+00
153.02273,-27.238235,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MANGO HILL NORTH LAKES STATION,OPERATIONAL,NORTH LAKES,Queensland,,2018/07/04 00:00:00+00
151.720665,-27.434119,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,OAKEY STATION,OPERATIONAL,OAKEY,Queensland,,2018/07/04 00:00:00+00
153.475238,-28.125593,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PALM BEACH STATION,OPERATIONAL,PALM BEACH,Queensland,,2018/07/04 00:00:00+00
146.578554,-18.7343749999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PALM ISLAND STATION,OPERATIONAL,PALM ISLAND,Queensland,,2018/07/04 00:00:00+00
152.957706,-26.68751,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PALMWOODS STATION,OPERATIONAL,PALMWOODS,Queensland,,2018/07/04 00:00:00+00
116.4732974,-32.80145723,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BODDINGTON POLICE STATION,OPERATIONAL,BODDINGTON,Western Australia,,2018/08/15 00:00:00+00
116.389865014,-33.833270683,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BOYUP BROOK POLICE STATION,OPERATIONAL,BOYUP BROOK,Western Australia,,2018/08/15 00:00:00+00
138.208807864,-33.3531779899999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CRYSTAL BROOK POLICE STATION,OPERATIONAL,CRYSTAL BROOK,South Australia,,2018/08/18 00:00:00+00
135.728247303,-34.263017759,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CUMMINS POLICE STATION,OPERATIONAL,CUMMINS,South Australia,,2018/08/18 00:00:00+00
153.396944,-27.911583,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RUNAWAY BAY STATION,OPERATIONAL,RUNAWAY BAY,Queensland,,2018/07/04 00:00:00+00
149.161002,-21.063554,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MACKAY NORTHERN BEACHES STATION,OPERATIONAL,RURAL VIEW,Queensland,,2018/07/04 00:00:00+00
153.382083,-27.6484659999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RUSSELL ISLAND STATION,OPERATIONAL,RUSSELL ISLAND,Queensland,,2018/07/04 00:00:00+00
153.067688,-27.318282,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,SANDGATE STATION,OPERATIONAL,SANDGATE,Queensland,,2018/07/04 00:00:00+00
149.217487,-21.421624,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,SARINA STATION,OPERATIONAL,SARINA,Queensland,,2018/07/04 00:00:00+00
152.853743,-25.286301,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HERVEY BAY STATION,OPERATIONAL,SCARNESS,Queensland,,2018/07/04 00:00:00+00
142.220215,-10.584668,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - QLD - THURSDAY ISLAND,OPERATIONAL,THURSDAY ISLAND,Queensland,,2018/08/16 00:00:00+00
142.211644,-10.586986,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,THURSDAY ISLAND STATION,OPERATIONAL,THURSDAY ISLAND,Queensland,,2018/07/04 00:00:00+00
152.582642,-25.7270809999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,TIARO STATION,OPERATIONAL,TIARO,Queensland,,2018/07/04 00:00:00+00
148.343648,-23.0367659999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,TIERI STATION,OPERATIONAL,TIERI,Queensland,,2018/07/04 00:00:00+00
153.005961,-25.913806,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,TIN CAN BAY STATION,OPERATIONAL,TIN CAN BAY,Queensland,,2018/07/04 00:00:00+00
152.380039,-27.0882159999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,TOOGOOLAWAH STATION,OPERATIONAL,TOOGOOLAWAH,Queensland,,2018/07/04 00:00:00+00
151.957144,-27.562576,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,TOOWOOMBA STATION,OPERATIONAL,TOOWOOMBA CITY,Queensland,,2018/07/04 00:00:00+00
146.814853,-19.261093,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,TOWNSVILLE STATION,OPERATIONAL,TOWNSVILLE CITY,Queensland,,2018/07/04 00:00:00+00
116.138922939,-33.9587641849999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BRIDGETOWN POLICE STATION,OPERATIONAL,BRIDGETOWN,Western Australia,,2018/08/15 00:00:00+00
117.01298366,-32.3708721909999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BROOKTON POLICE STATION,OPERATIONAL,BROOKTON,Western Australia,,2018/08/15 00:00:00+00
122.241418855,-17.9566519329999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BROOME POLICE STATION,OPERATIONAL,BROOME,Western Australia,,2018/08/15 00:00:00+00
118.148345022,-31.875342851,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BRUCE ROCK POLICE STATION,OPERATIONAL,BRUCE ROCK,Western Australia,,2018/08/15 00:00:00+00
151.198743,-24.0062829999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CALLIOPE STATION,OPERATIONAL,CALLIOPE,Queensland,,2018/07/04 00:00:00+00
153.117958,-26.801031,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CALOUNDRA STATION,OPERATIONAL,CALOUNDRA,Queensland,,2018/07/04 00:00:00+00
138.120542,-19.919679,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CAMOOWEAL STATION,OPERATIONAL,CAMOOWEAL,Queensland,,2018/07/04 00:00:00+00
152.983338,-27.530234,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,SHERWOOD STATION,OPERATIONAL,SHERWOOD,Queensland,,2018/07/04 00:00:00+00
146.021789,-17.7473919999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,SILKWOOD STATION,OPERATIONAL,SILKWOOD,Queensland,,2018/07/04 00:00:00+00
137.931412078,-33.599688257,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PORT BROUGHTON POLICE STATION,OPERATIONAL,PORT BROUGHTON,South Australia,,2018/08/18 00:00:00+00
138.000435532,-33.0231090939999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PORT GERMEIN POLICE STATION,OPERATIONAL,PORT GERMEIN,South Australia,,2018/08/18 00:00:00+00
135.857972354,-34.721578544,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PORT LINCOLN POLICE STATION,OPERATIONAL,PORT LINCOLN,South Australia,,2018/08/18 00:00:00+00
140.699760784,-38.052641642,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PORT MACDONNELL POLICE STATION,OPERATIONAL,PORT MACDONNELL,South Australia,,2018/08/18 00:00:00+00
138.01316845,-33.181801784,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PORT PIRIE POLICE STATION,OPERATIONAL,PORT PIRIE,South Australia,,2018/08/18 00:00:00+00
138.270695715,-33.032898797,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WIRRABARA POLICE STATION,OPERATIONAL,WIRRABARA,South Australia,,2018/08/18 00:00:00+00
134.52996658,-32.403623276,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WIRRULLA POLICE STATION,OPERATIONAL,WIRRULLA,South Australia,,2018/08/18 00:00:00+00
138.876470256,-34.953120199,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WOODSIDE POLICE STATION,OPERATIONAL,WOODSIDE,South Australia,,2018/08/18 00:00:00+00
135.462511387,-33.045966945,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WUDINNA POLICE STATION,OPERATIONAL,WUDINNA,South Australia,,2018/08/18 00:00:00+00
131.844124446,-31.480981749,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,YALATA POLICE STATION,OPERATIONAL,YALATA,South Australia,,2018/08/18 00:00:00+00
137.605934801,-35.018140348,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,YORKETOWN POLICE STATION,OPERATIONAL,YORKETOWN,South Australia,,2018/08/18 00:00:00+00
139.561188645,-32.5817942199999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,YUNTA POLICE STATION,OPERATIONAL,YUNTA,South Australia,,2018/08/18 00:00:00+00
131.147723391,-26.150852078,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AMATA POLICE STATION,OPERATIONAL,AMATA,South Australia,,2018/08/18 00:00:00+00
148.704913,-20.27233,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WHITSUNDAY STATION,OPERATIONAL,CANNONVALE,Queensland,,2018/07/04 00:00:00+00
153.163827,-28.0199479999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CANUNGRA STATION,OPERATIONAL,CANUNGRA,Queensland,,2018/07/04 00:00:00+00
153.189964,-27.5423019999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CAPALABA STATION,OPERATIONAL,CAPALABA,Queensland,,2018/07/04 00:00:00+00
148.024466,-23.080662,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CAPELLA STATION,OPERATIONAL,CAPELLA,Queensland,,2018/07/04 00:00:00+00
146.029959,-18.268086,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CARDWELL STATION,OPERATIONAL,CARDWELL,Queensland,,2018/07/04 00:00:00+00
152.843617,-26.7554279999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MALENY STATION,OPERATIONAL,MALENY,Queensland,,2018/07/04 00:00:00+00
152.597079,-27.5652449999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MARBURG STATION,OPERATIONAL,MARBURG,Queensland,,2018/07/04 00:00:00+00
145.424401,-16.995331,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MAREEBA STATION,OPERATIONAL,MAREEBA,Queensland,,2018/07/04 00:00:00+00
137.484131174,-34.4995937469999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PORT VICTORIA POLICE STATION,OPERATIONAL,PORT VICTORIA,South Australia,,2018/08/18 00:00:00+00
138.152092614,-34.184206989,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PORT WAKEFIELD POLICE STATION,OPERATIONAL,PORT WAKEFIELD,South Australia,,2018/08/18 00:00:00+00
